Original Sentence 1,Original Sentence 2,Preprocessed Sentence 1,Preprocessed Sentence 2,True Similarity Score,Predicted Similarity Score
"pemahaman tentang bagaimana informasi ilmiah dalam fisika diperoleh, diuji, dan divalidasi.",Kegiatan yang dilakukan untuk mengetahui nilai guna dari suatu barang,pemahaman  bagaimana informasi ilmiah  fisika diperoleh diuji  divalidasi,kegiatan  dilakukan  mengetahui nilai   suatu barang,0.0,0.6149999999999994
"pakaian dasar, pakaian kaki, pakaian tubuh, pakaian kepala, aksesori pelengkap.","Kostum dasar, kostum tubuh, kostum kepala, kostum kaki, kostum pelengkap",pakaian dasar pakaian kaki pakaian tubuh pakaian kepala aksesori pelengkap,kostum dasar kostum tubuh kostum kepala kostum kaki kostum pelengkap,4.5,1.5700000000000016
hasil penemuan dari berbagai penyelidikan atau penelitian yang dikumpulkan dan disusun secara sistematis menjadi kumpulan pengetahuan.,suatu benda yang dipergunakan dan biasanya dapat di perdagangkan,hasil penemuan  berbagai penyelidikan  penelitian  dikumpulkan  disusun  sistematis menjadi kumpulan pengetahuan,suatu benda  dipergunakan  biasanya   perdagangkan,0.0,0.4349999999999997
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.","Nilai moral: nilai yang mengandung baik atau buruknya seorang tokoh.
Nilai Sosial: Nilai yang berisi perilaku atau sikap dari tokoh.
Nilai agama: Nilai yang berisi tentang keagamaan seperti Kristen, Islam, Budha, dan Hindu.
Nilai pendidikan: berisi ilmu pengetahuan yang ingin disampaikan.
Nilai Budaya: nilai yang berisi adat atau tradisi serta perilaku yang dilakukan tokoh.",nilai moral  nilai  berkaitan  baik buruknya tokoh nilai sosial  nilai  berkaitan  sikap tokoh  hubungannya  tokoh  nilai religi  nilai  berhubungan  hubungan manusia  tuhan nilai budaya  nilai  berkaitan  kebiasaan masyarakat   nilai pendidikan  nilai  berkaitan  upaya seseorang mencari ilmu pengetahuan,nilai moral nilai  mengandung baik  buruknya seorang tokoh nilai sosial nilai  berisi perilaku  sikap  tokoh nilai agama nilai  berisi  keagamaan  kristen islam budha  hindu nilai pendidikan berisi ilmu pengetahuan   disampaikan nilai budaya nilai  berisi adat  tradisi  perilaku  dilakukan tokoh,5.0,1.5799999999999996
"Berfungsi mengawali, mengendalikan, dan menghentikan gerak.",untuk membedakan karakter tarian,berfungsi mengawali mengendalikan  menghentikan gerak, membedakan karakter tarian,0.0,2.799222222222225
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.","Nilai moral adalah yang menceritakan tentang baik dan buruknya tokoh
Nilai sosial adalah nilai yang menceritakan kehidupan masyarakat
Nilai religi adalah nilai yang menceritakan tentang manusia dengan Tuhan
Nilai budaya adalah nilai yang menceritakan tentang kehidupan masyarakat itu sendiri
Nilai pendidikan adalah nilai yang menceritakan tentang ilmu pengetahuan",nilai moral  nilai  berkaitan  baik buruknya tokoh nilai sosial  nilai  berkaitan  sikap tokoh  hubungannya  tokoh  nilai religi  nilai  berhubungan  hubungan manusia  tuhan nilai budaya  nilai  berkaitan  kebiasaan masyarakat   nilai pendidikan  nilai  berkaitan  upaya seseorang mencari ilmu pengetahuan,nilai moral   menceritakan  baik  buruknya tokoh nilai sosial  nilai  menceritakan kehidupan masyarakat nilai religi  nilai  menceritakan  manusia  tuhan nilai budaya  nilai  menceritakan  kehidupan masyarakat  sendiri nilai pendidikan  nilai  menceritakan  ilmu pengetahuan,5.0,3.9450000000000025
gerakan menoleh sambil menekukkan leher ke samping kiri atau kanan.,gerakan penari dengan menggerakan atau menekukkan leher,gerakan menoleh  menekukkan leher  samping kiri  kanan,gerakan penari  menggerakan  menekukkan leher,2.5,1.0349999999999997
gerak yang dilakukan di suatu tempat tanpa berpindah posisi.,gerak ditempat,gerak  dilakukan  suatu tempat  berpindah posisi,gerak ditempat,1.0,3.320214285714286
"Abstraksi dari kejadian, fenomena, & fakta. Unsur konsep adalah nama, definisi, nilai dan contoh.",konsep adalah merupakan sebuah gambaran untuk produk,abstraksi  kejadian fenomena fakta unsur konsep  nama definisi nilai  contoh,konsep  merupakan sebuah gambaran  produk,1.0,0.3199999999999997
"objektif, metodik, sistematik, berlaku umum","Sistematik
Analitik
objektif
Metodik",objektif metodik sistematik berlaku umum,sistematik analitik objektif metodik,4.0,4.48
kegiatan memilah berbagai fenomena alam berdasarkan karakteristik atau persamaan sifatnya,Kegiatan memilah berbagai fenomena alam berdasarkan karakteristik,kegiatan memilah berbagai fenomena alam berdasarkan karakteristik  persamaan sifatnya,kegiatan memilah berbagai fenomena alam berdasarkan karakteristik,4.5,4.425000000000004
Riasan yang digunakan untuk mempertajam atau mempertegas garis wajah tanpa menghilangkan bentuk wajah asli penari.,berfungsi untuk mempertegas atau mempertebal garis-garis wajah,riasan  digunakan  mempertajam  mempertegas garis wajah  menghilangkan bentuk wajah asli penari,berfungsi  mempertegas  mempertebal wajah,2.5,2.51
gerak yang dilakukan di suatu tempat tanpa berpindah posisi.,gerak yang dilakukan di satu tempat tanpa berpindah posisi.,gerak  dilakukan  suatu tempat  berpindah posisi,gerak  dilakukan  satu tempat  berpindah posisi,5.0,3.8649999999999984
"pakaian dasar, pakaian kaki, pakaian tubuh, pakaian kepala, aksesori pelengkap.","1. Pakaian dasar 
2.pakaian kaki
3.pakaian tubuh",pakaian dasar pakaian kaki pakaian tubuh pakaian kepala aksesori pelengkap,pakaian dasar kaki tubuh,3.0,4.58
Secara langsung yaitu penggambaran tokoh berdasarkan watak yang dimiliki. Secara tidak langsung yaitu sesuai dengan cara tokoh berdialog dalam cerita,"Antagonis: Watak karakter yang bersifat Jahat
Protagonis: Watak karakter yang bersifat Baik
", langsung  penggambaran tokoh berdasarkan watak  dimiliki   langsung  sesuai  cara tokoh berdialog  cerita,antagonis watak karakter  bersifat jahat protagonis watak karakter  bersifat baik,0.0,3.264999999999997
"Rias realistis, rias karakter, rias fantasi, rias usia, rias jenis.","Rias realistis, rias karakter, rias fantasi dan rias usa",rias realistis rias karakter rias fantasi rias usia rias jenis,rias realistis rias karakter rias fantasi  rias usa,3.0,4.299999999999995
"Unsur-unsur yang memungkinkan gerak tari menjadi lebih bermakna dan lebih menarik, serta sesuai dengan isi tarian yang dikehendaki penata tari.",unsur yang mendukung dan mewujudkan tari tersebut, memungkinkan gerak tari menjadi lebih bermakna  lebih menarik  sesuai  isi tarian  dikehendaki penata tari,unsur  mendukung  mewujudkan tari tersebut,0.5,2.8850000000000033
"ruang riil atau ruang nyata mencakup tempat-tempat nyata, sedangkan ruang imajiner adalah ruang yang terbentuk dari pose dan gerak penari serta perpindahan posisi.","ruang rill : 
ruang imajiner :",ruang riil  ruang nyata mencakup nyata  ruang imajiner  ruang  terbentuk  pose  gerak penari  perpindahan posisi,ruang rill ruang imajiner,0.5,3.330000000000004
"Orientasi: Pengenalan tokoh-tokoh dalam cerita.
Pemunculan Konflik: Awal kemunculan konflik dalam suatu cerita.
Komplikasi: Peningkatan konflik yang membuat konflik mulai memuncak.
Klimaks: Puncak konflik atau masalah paling intens.
Resolusi: Penyelesaian masalah","Tahap Pengenalan: Pengenalan para tokoh dalam cerita.
Kemunculan Konflik: Awal mula suatu masalah terjadi.
Konflik Memuncak: Masalah semakin membesar.
Konflik Menurun: Masalah semakin meredah.
Penyelesaian: Alur tamat pada cerita.",orientasi pengenalan  cerita pemunculan konflik awal kemunculan konflik  suatu cerita komplikasi peningkatan konflik  membuat konflik mulai memuncak klimaks puncak konflik  masalah paling intens resolusi penyelesaian masalah,tahap pengenalan pengenalan  tokoh  cerita kemunculan konflik awal mula suatu masalah terjadi konflik memuncak masalah semakin membesar konflik menurun masalah semakin meredah penyelesaian alur tamat  cerita,5.0,4.0199999999999925
"Mengatur irama tari, membentuk suasana, mempertegas ungkapan gerak, menginspirasi gerak, mengingatkan gerak, mengidentifikasi tari",Untuk menambah kemewahan dalam sebuah tari,mengatur irama tari membentuk suasana mempertegas ungkapan gerak menginspirasi gerak mengingatkan gerak mengidentifikasi tari, menambah kemewahan  sebuah tari,0.0,1.2399999999999987
"mengamati (observasi), mengklasifikasi, mengukur, mengajukan pertanyaan, merumuskan hipotesis, merencanakan penelitian, menafsirkan data, Mengkomunikasikan","Unsur, model, rumus, prinsip, teori, fakta, konsep, mengukur.",mengamati observasi mengklasifikasi mengukur mengajukan pertanyaan merumuskan hipotesis merencanakan penelitian menafsirkan data mengkomunikasikan,unsur model rumus prinsip teori fakta konsep mengukur,0.0,1.3799999999999981
jaringan dalam tubuh manusia yang dapat menggerakkan bagian tertentu pada tubuh manusia.,alat gerak yang terdiri dari otot sendi,jaringan  tubuh manusia   menggerakkan bagian tertentu  tubuh manusia,alat gerak  terdiri  otot sendi,0.0,1.6099999999999972
"berpusat atau bercerita tentang kerajaan (istana sentris), tidak diketahui nama pengarangnya (anonim) mengandung banyak nilai, terutama nilai moral bersifat statis tidak berkembang selalu berakhir dengan kemenangan tokoh utama (bahagia) arkais kemustahilan","hanya bercerita tentang kerajaan, tidak dikenal siapa nama pengarangnya, tidak memiliki nilai dalam kehidupan, tidak berkembang (bersifat statis), bahagia, menggunakan bahasa arkais, mengandung kemustahilan",berpusat  bercerita  kerajaan istana sentris  diketahui nama pengarangnya anonim mengandung banyak nilai terutama nilai moral bersifat statis  berkembang selalu berakhir  kemenangan tokoh utama bahagia arkais kemustahilan, bercerita  kerajaan  dikenal siapa nama pengarangnya  memiliki nilai  kehidupan  berkembang bersifat statis bahagia menggunakan bahasa arkais mengandung kemustahilan,3.0,4.875
"Berfungsi mengawali, mengendalikan, dan menghentikan gerak.","Untuk mengawali, mengendalikan, dan menghentikan gerakan",berfungsi mengawali mengendalikan  menghentikan gerak, mengawali mengendalikan  menghentikan gerakan,5.0,3.2349999999999994
"Orientasi: Pengenalan tokoh-tokoh dalam cerita.
Pemunculan Konflik: Awal kemunculan konflik dalam suatu cerita.
Komplikasi: Peningkatan konflik yang membuat konflik mulai memuncak.
Klimaks: Puncak konflik atau masalah paling intens.
Resolusi: Penyelesaian masalah","Tahap pengenalan
Pemunculan konflik
Puncak konflik (klimaks)
Penurunan konflik
Penyelesaian",orientasi pengenalan  cerita pemunculan konflik awal kemunculan konflik  suatu cerita komplikasi peningkatan konflik  membuat konflik mulai memuncak klimaks puncak konflik  masalah paling intens resolusi penyelesaian masalah,tahap pengenalan pemunculan konflik puncak konflik klimaks penurunan konflik penyelesaian,2.5,4.054999999999994
"Salah saju jenis prosa lama yang menceritakan kehidupan raja, keluarga raja, atau bangsawan.","salah satu jenis prosa lama yang menceritakan tentang kehidupan raja, keluarga raja",salah saju jenis prosa lama  menceritakan kehidupan raja keluarga raja  bangsawan,salah satu jenis prosa lama  menceritakan  kehidupan raja keluarga raja,5.0,4.96
suatu sistem yang terdiri atas sejumlah tulang dan sendi yang membentuk tubuh manusia,alat gerak yg digerakan dengan bantuan otot dan saraf,suatu sistem  terdiri atas sejumlah tulang  sendi  membentuk tubuh manusia,alat gerak yg digerakan  bantuan otot  saraf,0.0,1.484999999999998
"pakaian dasar, pakaian kaki, pakaian tubuh, pakaian kepala, aksesori pelengkap.","pakaian dasar, pakaian tubuh, pakaian kaki, pakaian kepala dan pakaian pelengkap",pakaian dasar pakaian kaki pakaian tubuh pakaian kepala aksesori pelengkap,pakaian dasar pakaian tubuh pakaian kaki pakaian kepala  pakaian pelengkap,5.0,4.555000000000005
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.","Nilai Moral : berkaitan dengan perilaku atau watak yang ditampilkan oleh para tokoh dalam cerita hikayat
Nilai Sosial : nilai yang berhubungan dengan kehidupan sosial para pemeran serta hubungan antar manusia
Nilai Budaya : nilai yang mengandung unsur-unsur kebudayaan
Nilai Edukasi / Pendidikan : nilai yang meliputi ajaran pendidikan atau pesan yang mengandung ajaran pendidikan
Nilai Religius : nilai yang berkaitan dengan hal-hal yang berkaitan dengan kepercayaan",nilai moral  nilai  berkaitan  baik buruknya tokoh nilai sosial  nilai  berkaitan  sikap tokoh  hubungannya  tokoh  nilai religi  nilai  berhubungan  hubungan manusia  tuhan nilai budaya  nilai  berkaitan  kebiasaan masyarakat   nilai pendidikan  nilai  berkaitan  upaya seseorang mencari ilmu pengetahuan,nilai moral berkaitan  perilaku  watak  ditampilkan   tokoh  cerita hikayat nilai sosial nilai  berhubungan  kehidupan sosial  pemeran  hubungan antar manusia nilai budaya nilai  mengandung kebudayaan nilai edukasi pendidikan nilai  meliputi ajaran pendidikan  pesan  mengandung ajaran pendidikan nilai religius nilai  berkaitan   berkaitan  kepercayaan,5.0,2.66
"ilmu pengetahuan yang mempelajari gejala alam melalui pengamatan, eksperimen, dan analisis.",Ilmu yang mempelajari tentang fenomena alam dan berhubungan dengan matematika.,ilmu pengetahuan  mempelajari gejala alam melalui pengamatan eksperimen  analisis,ilmu  mempelajari  fenomena alam  berhubungan  matematika,2.5,1.495
jaringan dalam tubuh manusia yang dapat menggerakkan bagian tertentu pada tubuh manusia.,otot yang menggerakkan semua bagian tubuh,jaringan  tubuh manusia   menggerakkan bagian tertentu  tubuh manusia,otot  menggerakkan semua bagian tubuh,1.0,1.4299999999999993
"Mengatur irama tari, membentuk suasana, mempertegas ungkapan gerak, menginspirasi gerak, mengingatkan gerak, mengidentifikasi tari","kekuatan yang akan mengawali, memberikan pengendalian, dan akan menghentikan gerakan",mengatur irama tari membentuk suasana mempertegas ungkapan gerak menginspirasi gerak mengingatkan gerak mengidentifikasi tari,kekuatan   mengawali memberikan pengendalian   menghentikan gerakan,0.0,0.9099999999999996
"pemahaman tentang bagaimana informasi ilmiah dalam fisika diperoleh, diuji, dan divalidasi.",tentang pemahaman kita dengan proses dari fisika,pemahaman  bagaimana informasi ilmiah  fisika diperoleh diuji  divalidasi, pemahaman   proses  fisika,1.0,2.3199999999999985
"Orientasi: Pengenalan tokoh-tokoh dalam cerita.
Pemunculan Konflik: Awal kemunculan konflik dalam suatu cerita.
Komplikasi: Peningkatan konflik yang membuat konflik mulai memuncak.
Klimaks: Puncak konflik atau masalah paling intens.
Resolusi: Penyelesaian masalah","Orientasi = Pengenalan tokoh dalam cerita
Pemunculan Konflik = awal kemunculan konflik
Komplikasi = Peningkatan konflik
Klimaks = Puncak konflik
Resolusi = Penyelesaian Permasalahan",orientasi pengenalan  cerita pemunculan konflik awal kemunculan konflik  suatu cerita komplikasi peningkatan konflik  membuat konflik mulai memuncak klimaks puncak konflik  masalah paling intens resolusi penyelesaian masalah,orientasi pengenalan tokoh  cerita pemunculan konflik awal kemunculan konflik komplikasi peningkatan konflik klimaks puncak konflik resolusi penyelesaian permasalahan,5.0,4.555000000000002
gerak yang dianggap tidak mempunyai arti tertentu karena lebih mengutamakan aspek keindahan atau artistik.,"gerakan yang selalu ada di dalam tarian untuk memperindah tarian tersebut. namun gerak murni ini berbeda dengan gerak maknawi, karena gerakan maknawi adalah gerakan yang sudah pasti memiliki makna dan arti tertentu, serta mudah di tebak apa arti dari gerakan yang ditarikan oleh penari yang menarik gerak maknawi itu. sedangkan gerak murni tidak dapat ditebak dan diketahui apa maksud dari gerakannya karena biasanya hanya berupa gerakan gemulai tangan dan lambaian tangan degan lembut.",gerak  dianggap  mempunyai arti tertentu  lebih mengutamakan aspek keindahan  artistik,gerakan  selalu    tarian  memperindah tarian tersebut  gerak murni  berbeda  gerak maknawi  gerakan maknawi  gerakan    memiliki makna  arti tertentu  mudah  tebak apa arti  gerakan  ditarikan  penari  menarik gerak maknawi   gerak murni   ditebak  diketahui apa maksud  gerakannya  biasanya  berupa gerakan gemulai tangan  lambaian tangan degan lembut,0.5,1.7999999999999983
gerak yang dilakukan sambil berpindah tempat,Gerakan yang tidak diam dalam satu tempat dan selalu berpindah-pindah,gerak  dilakukan  berpindah tempat,gerakan   diam  satu tempat  selalu,3.5,0.6449999999999996
"ilmu pengetahuan yang mempelajari gejala alam melalui pengamatan, eksperimen, dan analisis.","ilmu pengetahuan alam yang mempelajari tentang suatu gejala alam melalui pengamatan, eksperimen, dan analisis.",ilmu pengetahuan  mempelajari gejala alam melalui pengamatan eksperimen  analisis,ilmu pengetahuan alam  mempelajari  suatu gejala alam melalui pengamatan eksperimen  analisis,4.0,5.0
Secara langsung yaitu penggambaran tokoh berdasarkan watak yang dimiliki. Secara tidak langsung yaitu sesuai dengan cara tokoh berdialog dalam cerita,"secara tidak langsung = seperti dialog atau percakapan, Reaksi dari dialog
secara langsung = dengan cara melalui pengarang itu sendiri", langsung  penggambaran tokoh berdasarkan watak  dimiliki   langsung  sesuai  cara tokoh berdialog  cerita,  langsung  dialog  percakapan reaksi  dialog  langsung  cara melalui pengarang  sendiri,5.0,4.454999999999996
gerak yang dianggap tidak mempunyai arti tertentu karena lebih mengutamakan aspek keindahan atau artistik.,gerak yang dianggap tidak mempunyai arti atau makna tertentu karna gerak murni lebih mengutamakan segi aspek keindahan dan artistik,gerak  dianggap  mempunyai arti tertentu  lebih mengutamakan aspek keindahan  artistik,gerak  dianggap  mempunyai arti  makna tertentu karna gerak murni lebih mengutamakan segi aspek keindahan  artistik,5.0,4.0000000000000036
"objektif, metodik, sistematik, berlaku umum","empiris, kritis dan analitis, objektif, konseptual dan logis.",objektif metodik sistematik berlaku umum,empiris kritis  analitis objektif konseptual  logis,5.0,1.1550000000000011
gerak yang dilakukan di suatu tempat tanpa berpindah posisi.,gerak yang di lakukan di suatu tempat tanpa berpindah posisi,gerak  dilakukan  suatu tempat  berpindah posisi,gerak   lakukan  suatu tempat  berpindah posisi,5.0,2.3949999999999965
jawaban sementara dari masalah yang diteliti sehingga kebenarannya harus diuji secara empiris.,jawaban sementara dari suatu penelitian ilmiah yang digunakan untuk meneliti lebih dalam,jawaban   masalah  diteliti  kebenarannya  diuji  empiris,jawaban   suatu penelitian ilmiah  digunakan  meneliti lebih ,2.0,0.6499999999999995
"Mengatur irama tari, membentuk suasana, mempertegas ungkapan gerak, menginspirasi gerak, mengingatkan gerak, mengidentifikasi tari",untuk membedakan karakter tarian,mengatur irama tari membentuk suasana mempertegas ungkapan gerak menginspirasi gerak mengingatkan gerak mengidentifikasi tari, membedakan karakter tarian,0.0,1.2399999999999978
Representasi dari suatu benda atau sistem yang dibuat sebagai gambaran untuk memudahkan pemahaman suatu benda atau fenomena alam.,Representasi dari suatu benda.,representasi  suatu benda  sistem  dibuat  gambaran  memudahkan pemahaman suatu benda  fenomena alam,representasi  suatu benda,1.0,4.0149999999999935
"Pernyataan matematis dari suatu fakta, konsep, prinsip, hukum, dan teori yang menggambarkan keterkaitan antara variabel-variabel yang menggambarkan fenomena alam tertentu.",perhitungan / pernyataan matematis yang menyebutkan cara kerja suatu benda,pernyataan matematis  suatu fakta konsep prinsip hukum  teori  menggambarkan keterkaitan   menggambarkan fenomena alam tertentu,perhitungan pernyataan matematis  menyebutkan cara kerja suatu benda,1.5,0.8724523809523798
"Mengatur irama tari, membentuk suasana, mempertegas ungkapan gerak, menginspirasi gerak, mengingatkan gerak, mengidentifikasi tari","-sebagai pendukung gerakan dari para penari 

- sebagai pendukung suasana atau disebut juga dengan sebutan musik ilustrasi dalam tarian.",mengatur irama tari membentuk suasana mempertegas ungkapan gerak menginspirasi gerak mengingatkan gerak mengidentifikasi tari,pendukung gerakan   penari  pendukung suasana  disebut   sebutan musik ilustrasi  tarian,0.0,0.26499999999999996
"Berfungsi mengawali, mengendalikan, dan menghentikan gerak.",agar saat menari dapat menggambarkan sang tarian,berfungsi mengawali mengendalikan  menghentikan gerak,  menari  menggambarkan sang tarian,0.0,0.9599999999999984
"Pernyataan matematis dari suatu fakta, konsep, prinsip, hukum, dan teori yang menggambarkan keterkaitan antara variabel-variabel yang menggambarkan fenomena alam tertentu.","Pernyataan otomatis dari suatu fakta, konsep, teori, hukum, rumus, metode, model",pernyataan matematis  suatu fakta konsep prinsip hukum  teori  menggambarkan keterkaitan   menggambarkan fenomena alam tertentu,pernyataan otomatis  suatu fakta konsep teori hukum rumus metode model,2.0,1.1911433982683999
"Variabel bebas
Variabel terkait
Variabel terkontrol","Variabel bebas
Variabel terikat
Variabel kontrol",variabel bebas variabel terkait variabel terkontrol,variabel bebas variabel terikat variabel kontrol,0.0,4.0649999999999995
gerakan menoleh sambil menekukkan leher ke samping kiri atau kanan.,Gerak tekukan kepala ke samping kiri atau kanan pada tari,gerakan menoleh  menekukkan leher  samping kiri  kanan,gerak tekukan kepala  samping kiri  kanan  tari,2.0,4.294999999999999
"Orientasi: Pengenalan tokoh-tokoh dalam cerita.
Pemunculan Konflik: Awal kemunculan konflik dalam suatu cerita.
Komplikasi: Peningkatan konflik yang membuat konflik mulai memuncak.
Klimaks: Puncak konflik atau masalah paling intens.
Resolusi: Penyelesaian masalah","Abstraksi
Orientasi
Klimaks
Resolusi",orientasi pengenalan  cerita pemunculan konflik awal kemunculan konflik  suatu cerita komplikasi peningkatan konflik  membuat konflik mulai memuncak klimaks puncak konflik  masalah paling intens resolusi penyelesaian masalah,abstraksi orientasi klimaks resolusi,2.5,3.7650000000000006
berkaitan dengan cara berpikir seorang ilmuwan dalam melakukan proses sains.,Berkaitan dengan sikap peneliti dalam melakukan penelitian. Seperti peneliti harus jujur dalam melakukan penelitian.,berkaitan  cara berpikir seorang ilmuwan  melakukan proses sains,berkaitan  sikap peneliti  melakukan penelitian  peneliti  jujur  melakukan penelitian,2.0,1.185000000000001
"Salah saju jenis prosa lama yang menceritakan kehidupan raja, keluarga raja, atau bangsawan.","Prosa yang menceritakan tentang kehidupan raja, keluarga raja",salah saju jenis prosa lama  menceritakan kehidupan raja keluarga raja  bangsawan,prosa  menceritakan  kehidupan raja keluarga raja,4.5,4.245000000000004
"Mengatur irama tari, membentuk suasana, mempertegas ungkapan gerak, menginspirasi gerak, mengingatkan gerak, mengidentifikasi tari","-sebagai pembentuk suasana
-membuat gerakan menjadi lebih indah dengan iringan musik 
-mempertegas gerakan dan sebagai pengingat gerakan
-memberikan irama",mengatur irama tari membentuk suasana mempertegas ungkapan gerak menginspirasi gerak mengingatkan gerak mengidentifikasi tari,pembentuk suasana gerakan menjadi lebih indah  iringan musik gerakan   pengingat gerakan irama,4.0,1.2199999999999989
"Salah saju jenis prosa lama yang menceritakan kehidupan raja, keluarga raja, atau bangsawan."," sastra kuno yang biasanya menceritakan tentang raja-raja atau kerajaan, teks hikayat selalu berakhir dengan ending yang baik, teks hikayat mengandung",salah saju jenis prosa lama  menceritakan kehidupan raja keluarga raja  bangsawan,sastra kuno  biasanya menceritakan   kerajaan teks hikayat selalu berakhir  ending  baik teks hikayat mengandung,3.5,1.6599999999999997
"Merumuskan masalah
Mengumpulkan informasi atau kajian pustaka
Menyusun hipotesis
Merancang dan melakukan eksperimen
Menganalisis data
Membuat simpulan
Menulis laporan ilmiah",Merumuskan masalah - kajian pustaka - Merumuskan hipotesis - Melakukan eksperimen - mengecek data - menuliskan hasil penelitian - Melaporkan hasil penelitian,merumuskan masalah mengumpulkan informasi  kajian pustaka menyusun hipotesis merancang  melakukan eksperimen menganalisis data membuat simpulan menulis laporan ilmiah,merumuskan masalah kajian pustaka merumuskan hipotesis melakukan eksperimen mengecek data menuliskan hasil penelitian melaporkan hasil penelitian,4.5,4.125
"Salah saju jenis prosa lama yang menceritakan kehidupan raja, keluarga raja, atau bangsawan.",teks yang berisi cerita fiksi yang bertemakan kerajaan atau lainnya yang berhubungan dengan sihir atau lainnya.,salah saju jenis prosa lama  menceritakan kehidupan raja keluarga raja  bangsawan,teks  berisi cerita fiksi  bertemakan kerajaan  lainnya  berhubungan  sihir  lainnya,3.5,1.7049999999999974
Keadaan sesungguhnya dari suatu benda atau fenomena alam yang terjadi,suatu kenyataan pada benda atau fenomena yang terjadi di Alam,keadaan sesungguhnya  suatu benda  fenomena alam  terjadi,suatu kenyataan  benda  fenomena  terjadi  alam,5.0,2.504999999999998
gerak yang dilakukan di suatu tempat tanpa berpindah posisi.,"hanya gerak di tempat,tidak berpindah ke tempat yang lain",gerak  dilakukan  suatu tempat  berpindah posisi, gerak  tempat  berpindah  tempat  ,5.0,2.690000000000003
rasa ingin tahu objektif/jujur berpikir kritis berpikir terbuka sikap penemuan dan kreatif,Rasa ingin tau yang besar - kreatif - Berpikir kritis - Berpikir terbuka - Jujur,rasa  tahu berpikir kritis berpikir terbuka sikap penemuan  kreatif,rasa  tau  besar kreatif berpikir kritis berpikir terbuka jujur,4.5,4.359999999999995
"pemahaman tentang bagaimana informasi ilmiah dalam fisika diperoleh, diuji, dan divalidasi.",fakta atau konsep yang diamati ilmiah dalam proses penelitian,pemahaman  bagaimana informasi ilmiah  fisika diperoleh diuji  divalidasi,fakta  konsep  diamati ilmiah  proses penelitian,0.5,0.9049999999999996
